Time,NodeId,CO2Concentration,Temperature,SmokeConcentration,X,Y,Z
1720511445874,5,1909,3550,0,555,555,555
1720511445887,2,831,4137,0,222,222,222
1720511446716,1,2516,4631,0,1,1,1
1720511448458,4,2882,4743,0,444,444,444
1720511448645,3,3277,4400,49,333,333,333
1720511448942,5,2185,3550,0,555,555,555
1720511448962,2,938,4150,0,222,222,222
1720511449789,1,1903,4625,0,1,1,1
1720511451536,4,2261,4737,0,444,444,444
1720511451734,3,3358,4406,55,333,333,333
1720511452019,5,2928,3550,0,555,555,555
1720511452024,2,664,4143,0,222,222,222
1720511452874,1,2430,4612,0,1,1,1
1720511454615,4,1750,4731,0,444,444,444
1720511454794,3,3176,4406,58,333,333,333
1720511455096,2,639,4131,0,222,222,222
1720511455097,5,2840,3550,0,555,555,555
1720511455956,1,2064,4606,0,1,1,1
1720511457692,4,1757,4725,0,444,444,444
1720511457875,3,3883,4406,99,333,333,333
1720511458171,2,670,4131,0,222,222,222
1720511458183,5,1809,3543,0,555,555,555
1720511459040,1,3041,4593,0,1,1,1
1720511460781,4,1662,4706,0,444,444,444
1720511460956,3,3338,4406,64,333,333,333
1720511461243,2,1686,4125,24,222,222,222
1720511461261,5,1660,3543,0,555,555,555
1720511462112,1,1940,4600,0,1,1,1
1720511464025,3,3750,4406,64,333,333,333
1720511464308,2,764,4118,0,222,222,222
1720511464339,5,1786,3543,0,555,555,555
1720511464443,4,1631,4687,0,444,444,444
1720511465184,1,2165,4593,0,1,1,1
1720511467099,3,3706,4400,73,333,333,333
1720511467385,2,1087,4112,0,222,222,222
1720511467417,5,1802,3543,0,555,555,555
1720511467512,4,1757,4687,0,444,444,444
1720511468258,1,3502,4600,0,1,1,1
1720511470183,3,3463,4387,73,333,333,333
1720511470455,2,761,4100,0,222,222,222
1720511470494,5,1910,3550,0,555,555,555
1720511470593,4,1839,4687,0,444,444,444
1720511471335,1,10045,4593,0,1,1,1
1720511473257,3,2722,4381,52,333,333,333
1720511473525,2,583,4087,0,222,222,222
1720511473568,5,1771,3543,0,555,555,555
1720511473691,4,1809,4675,0,444,444,444
1720511474411,1,5238,4606,0,1,1,1
1720511476328,3,3390,4381,70,333,333,333
1720511476598,2,562,4081,0,222,222,222
1720511476655,5,1793,3550,0,555,555,555
1720511476755,4,1888,4662,0,444,444,444
1720511477490,1,2830,4600,0,1,1,1
1720511479405,3,3907,4375,73,333,333,333
1720511479668,2,635,4062,0,222,222,222
1720511479734,5,1897,3543,0,555,555,555
1720511479826,4,1828,4650,0,444,444,444
1720511480566,1,3399,4600,0,1,1,1
1720511482488,3,3495,4368,91,333,333,333
1720511482739,2,603,4062,0,222,222,222
1720511482807,5,1905,3543,0,555,555,555
1720511482897,4,1950,4631,0,444,444,444
1720511483644,1,2442,4606,0,1,1,1
1720511485562,3,3517,4362,80,333,333,333
1720511485813,2,612,4068,0,222,222,222
1720511485876,5,1965,3543,0,555,555,555
1720511485975,4,1992,4618,0,444,444,444
1720511486720,1,2857,4600,0,1,1,1
1720511488641,3,3071,4362,80,333,333,333
1720511488897,2,594,4068,0,222,222,222
1720511488956,5,1972,3543,0,555,555,555
1720511489048,4,1651,4606,0,444,444,444
1720511489800,1,2707,4593,0,1,1,1
1720511491718,3,2838,4356,278,333,333,333
1720511491954,2,498,4068,0,222,222,222
1720511492027,5,2013,3537,0,555,555,555
1720511492135,4,1968,4600,0,444,444,444
1720511492880,1,3284,4587,0,1,1,1
1720511494792,3,2999,4350,80,333,333,333
1720511495019,2,652,4056,0,222,222,222
1720511495105,5,1846,3531,0,555,555,555
1720511495203,4,1680,4587,0,444,444,444
1720511495951,1,2813,4593,0,1,1,1
1720511497869,3,2874,4362,70,333,333,333
1720511498084,2,642,4043,0,222,222,222
1720511498195,5,2005,3531,0,555,555,555
1720511498285,4,1836,4568,0,444,444,444
1720511499025,1,3871,4587,0,1,1,1
1720511500943,3,2867,4350,80,333,333,333
1720511501155,2,642,4031,0,222,222,222
1720511501279,5,1871,3525,0,555,555,555
1720511501354,4,1534,4562,0,444,444,444
1720511502106,1,3036,4593,0,1,1,1
1720511504095,3,2882,4350,73,333,333,333
1720511504224,2,689,4025,0,222,222,222
1720511504345,5,1967,3525,0,555,555,555
1720511504430,4,1603,4550,0,444,444,444
1720511505178,1,5586,4587,0,1,1,1
1720511507105,3,2624,4337,70,333,333,333
1720511507294,2,1003,4012,0,222,222,222
1720511507418,5,1836,3525,0,555,555,555
1720511507513,4,1425,4550,0,444,444,444
1720511508257,1,3871,4587,0,1,1,1
1720511510176,3,2882,4318,70,333,333,333
1720511510364,2,781,4012,0,222,222,222
1720511510494,5,1854,3518,0,555,555,555
1720511510645,4,1572,4550,0,444,444,444
1720511511332,1,4288,4581,0,1,1,1
1720511513266,3,2845,4318,80,333,333,333
1720511513434,2,1732,4012,0,222,222,222
1720511513564,5,1890,3518,0,555,555,555
1720511513681,4,1493,4543,0,444,444,444
1720511514410,1,3817,4581,0,1,1,1
1720511516328,3,3235,4306,80,333,333,333
1720511516504,2,3122,4006,0,222,222,222
1720511516641,5,2009,3518,0,555,555,555
1720511516739,4,1471,4537,0,444,444,444
1720511517487,1,4918,4581,0,1,1,1
1720511519407,3,3046,4306,84,333,333,333
1720511519581,2,709,3993,0,222,222,222
1720511519721,5,2079,3518,0,555,555,555
1720511520563,1,4231,4575,0,1,1,1
1720511522481,3,3412,4306,91,333,333,333
1720511522644,2,1019,3987,0,222,222,222
1720511522801,5,2558,3512,0,555,555,555
1720511523655,1,2752,4575,0,1,1,1
1720511525558,3,3161,4293,88,333,333,333
1720511525714,2,672,3987,0,222,222,222
1720511525875,5,2469,3518,0,555,555,555
1720511526727,1,2288,4568,0,1,1,1
1720511528638,3,2842,4287,88,333,333,333
1720511528951,5,2298,3512,0,555,555,555
1720511529800,1,2678,4568,0,1,1,1
1720511531727,3,3159,4287,84,333,333,333
1720511532029,5,2509,3512,0,555,555,555
1720511532874,1,1929,4568,0,1,1,1
1720511534821,3,2972,4287,84,333,333,333
1720511535104,5,2656,3518,0,555,555,555
1720511535952,1,2688,4575,0,1,1,1
1720511537877,3,3218,4281,88,333,333,333
1720511538182,5,2845,3512,0,555,555,555
1720511539027,1,5771,4575,0,1,1,1
1720511540962,3,3333,4275,80,333,333,333
1720511542102,1,4707,4575,0,1,1,1
1720511544034,3,3213,4275,91,333,333,333
1720511545196,1,3974,4575,0,1,1,1
1720511547108,3,3110,4275,84,333,333,333
1720511548271,1,2519,4575,0,1,1,1
1720511550185,3,2945,4268,28,333,333,333
1720511551349,1,2936,4568,0,1,1,1
1720511553260,3,3115,4262,84,333,333,333
1720511554422,1,2582,4562,0,1,1,1
1720511556340,3,3206,4256,88,333,333,333
1720511559418,3,2757,4262,84,333,333,333
1720511562488,3,3036,4250,95,333,333,333
1720511565565,3,2487,4256,88,333,333,333
1720511568646,3,2739,4243,80,333,333,333
1720511571721,3,2791,4237,80,333,333,333
